bhk,area,price,age,type,locality,region,status
1,710,60.8,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
1,710,61.0,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Under Construction
1,700,60.0,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Under Construction
1,710,60.5,0,Apartment,Sanghvi S3 Skyrise,Mira Road East,Ready to move
2,1010,109.00000000000001,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
1,700,61.0,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
1,700,60.5,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Under Construction
1,620,53.5,0,Apartment,Sanghvi S3 Skyrise,Mira Road East,Ready to move
1,710,67.5,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Under Construction
1,720,65.5,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Ready to move
2,1070,96.0,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
1,700,64.5,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Under Construction
2,1070,95.7,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,700,63.5,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Ready to move
1,700,63.0,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Under Construction
2,1010,107.0,0,Apartment,JP North Barcelona,Mira Road East,Ready to move
2,1150,114.99999999999999,0,Apartment,JK IRIS,Mira Road East,Under Construction
2,1020,87.8,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
2,1090,105.0,0,Apartment,JK IRIS,Mira Road East,Under Construction
2,1050,99.61,0,Apartment,JK IRIS,Mira Road East,Under Construction
2,1000,93.23,0,Apartment,JK IRIS,Mira Road East,Under Construction
1,870,71.4,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
1,815,64.1,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
1,725,67.0,0,Apartment,Pramanik Walchand Paradise,Mira Road East,Under Construction
1,710,60.1,0,Apartment,RNA NG Ocean Pearl,Mira Road East,Under Construction
1,782,62.5,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,1020,88.1,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,750,60.0,1,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
1,712,64.0,1,Apartment,JP North Barcelona,Mira Road East,Ready to move
2,920,82.0,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Under Construction
1,712,66.0,0,Apartment,JP North Barcelona,Mira Road East,Ready to move
2,920,88.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
2,920,88.5,0,Apartment,JP North Barcelona,Mira Road East,Ready to move
2,920,90.0,1,Apartment,JP North Barcelona,Mira Road East,Ready to move
3,1410,134.0,0,Apartment,JP North Barcelona,Mira Road East,Ready to move
3,1410,135.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
1,650,59.0,0,Apartment,JP Codename HOTCAKE,Mira Road East,Under Construction
1,650,60.0,0,Apartment,JP Codename HOTCAKE,Mira Road East,Ready to move
1,693,67.0,0,Apartment,JP North Elara,Mira Road East,Under Construction
1,693,68.0,1,Apartment,JP North Elara,Mira Road East,Ready to move
2,972,94.13,0,Apartment,JP North Elara,Mira Road East,Under Construction
2,972,94.6,1,Apartment,JP North Elara,Mira Road East,Ready to move
3,1386,135.0,1,Apartment,JP North Elara,Mira Road East,Ready to move
3,1386,136.0,0,Apartment,JP North Elara,Mira Road East,Under Construction
1,769,63.2,0,Apartment,JK IRIS Tower 1 And 2,Mira Road East,Under Construction
1,769,63.4,0,Apartment,JK IRIS Tower 1 And 2,Mira Road East,Ready to move
2,974,83.0,0,Apartment,JK IRIS Tower 1 And 2,Mira Road East,Under Construction
1,769,65.4,1,Apartment,JK IRIS Tower 1 And 2,Mira Road East,Ready to move
1,670,59.0,0,Apartment,Umiya Oasis,Mira Road East,Under Construction
1,670,59.5,1,Apartment,Umiya Oasis,Mira Road East,Ready to move
2,980,88.0,1,Apartment,Umiya Oasis,Mira Road East,Ready to move
2,980,88.5,0,Apartment,Umiya Oasis,Mira Road East,Under Construction
1,650,52.6,1,Apartment,Unique Elanza,Mira Road East,Under Construction
1,650,52.8,1,Apartment,Unique Elanza,Mira Road East,Ready to move
1,760,55.84,0,Apartment,Unique Ivana,Mira Road East,Under Construction
1,760,56.0,0,Apartment,Unique Ivana,Mira Road East,Ready to move
1,760,57.0,1,Apartment,Unique Ivana,Mira Road East,Ready to move
2,980,82.59,0,Apartment,Unique Ivana,Mira Road East,Under Construction
1,680,58.34,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,680,59.0,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,980,77.96,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
2,980,78.9,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,980,80.0,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,780,63.14,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
1,780,63.45,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Ready to move
1,780,64.5,1,Apartment,Space Residence II Building No 4 B,Mira Road East,Ready to move
2,980,82.61,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
2,1230,96.18,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
2,1230,96.5,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Ready to move
2,1010,99.77,0,Apartment,Raj Heritage 2,Mira Road East,Under Construction
2,1010,100.0,0,Apartment,Raj Heritage 2,Mira Road East,Ready to move
1,670,64.0,0,Apartment,Raj Akshay,Mira Road East,Ready to move
3,1340,131.0,1,Apartment,Raj Heritage 2,Mira Road East,Ready to move
3,1340,130.0,0,Apartment,Raj Heritage 2,Mira Road East,Ready to move
1,670,65.0,1,Apartment,Raj Akshay,Mira Road East,Ready to move
2,920,98.91,0,Apartment,Raj Akshay,Mira Road East,Under Construction
2,920,98.98,0,Apartment,Raj Akshay,Mira Road East,Ready to move
1,750,61.05,0,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,Under Construction
1,750,62.4,1,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,Ready to move
2,940,88.78,0,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,Under Construction
2,940,89.0,0,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,Ready to move
2,940,90.0,1,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,Ready to move
2,920,78.0,1,Apartment,RNA NG N G Hill Crest,Mira Road East,Ready to move
2,1050,127.0,1,Apartment,Kalpataru Srishti Namaah,Mira Road East,Ready to move
1,750,60.5,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
2,1010,78.0,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Under Construction
2,1010,79.0,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
1,750,59.5,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Under Construction
1,750,60.0,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
3,1400,128.0,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
3,1400,125.0,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Under Construction
2,1010,80.0,1,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
1,650,54.5,0,Apartment,RNA NG N G Hill Crest,Mira Road East,Under Construction
1,650,55.5,0,Apartment,RNA NG N G Hill Crest,Mira Road East,Ready to move
2,920,76.5,0,Apartment,RNA NG N G Hill Crest,Mira Road East,Under Construction
2,920,77.5,0,Apartment,RNA NG N G Hill Crest,Mira Road East,Under Construction
2,920,81.0,0,Apartment,RNA NG NG Diamond Hill B Phase I,Bhayandar East,Ready to move
2,920,80.8,0,Apartment,RNA NG N G Diamond Hill D Phase II,Mira Road East,Under Construction
2,920,83.67,0,Apartment,RNA NG N G Diamond Hill D Phase II,Mira Road East,Ready to move
2,920,84.5,1,Apartment,RNA NG N G Diamond Hill D Phase II,Mira Road East,Ready to move
1,670,58.0,0,Apartment,RNA NG Ocean Pearl,Mira Road East,Under Construction
1,670,59.0,0,Apartment,RNA NG Ocean Pearl,Mira Road East,Ready to move
2,1001,81.34,0,Apartment,RNA NG Ocean Pearl,Mira Road East,Under Construction
2,1001,81.78,0,Apartment,RNA NG Ocean Pearl,Mira Road East,Ready to move
2,1001,82.31,1,Apartment,RNA NG Ocean Pearl,Mira Road East,Ready to move
1,720,61.6,0,Apartment,RNA NG N G Silver Spring Phase II,Mira Road East,Ready to move
1,720,62.0,1,Apartment,RNA NG N G Silver Spring Phase II,Mira Road East,Ready to move
2,910,84.5,0,Apartment,RNA NG N G Silver Spring Phase II,Mira Road East,Ready to move
2,910,85.0,1,Apartment,RNA NG N G Silver Spring Phase II,Mira Road East,Ready to move
3,1400,130.0,1,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
2,1010,105.0,0,Apartment,MICL Aaradhya Highpark,Bhayandar East,Ready to move
2,950,92.0,1,Apartment,JP Codename HOTCAKE,Mira Road East,Ready to move
2,920,84.0,1,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
2,980,83.29,0,Apartment,Unique Ivana,Mira Road East,Ready to move
2,1000,65.0,1,Apartment,Reputed Builder Golden Harvest,Mira Road East,Ready to move
1,760,68.0,0,Apartment,MICL Aaradhya Highpark,Bhayandar East,Ready to move
1,760,68.5,1,Apartment,MICL Aaradhya Highpark,Bhayandar East,Ready to move
2,1010,104.0,0,Apartment,MICL Aaradhya Highpark,Bhayandar East,Under Construction
2,1010,106.0,1,Apartment,MICL Aaradhya Highpark,Bhayandar East,Ready to move
2,864,84.0,1,Apartment,SK Imperial Heights,Mira Road East,Ready to move
2,950,90.0,0,Apartment,JP Codename HOTCAKE,Mira Road East,Under Construction
1,560,36.4,0,Apartment,Vinayak Vatika Vinayak Complex,Dombivali,Ready to move
2,955,55.39,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
1,632,36.65,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,810,52.65,0,Apartment,Vinayak Vatika Vinayak Complex,Dombivali,Ready to move
1,595,38.67,0,Apartment,Vinayak Vatika Vinayak Complex,Dombivali,Ready to move
1,585,38.02,0,Apartment,Vinayak Vatika Vinayak Complex,Dombivali,Ready to move
2,965,55.97,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,954,55.33,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,966,56.02,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,956,55.44,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,957,55.5,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,964,55.91,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,962,55.79,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,958,55.56,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
1,712,65.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
1,720,61.12,0,Apartment,RNA NG N G Silver Spring Phase II,Mira Road East,Under Construction
1,670,63.24,0,Apartment,Raj Akshay,Mira Road East,Under Construction
1,680,57.93,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
1,700,72.68,0,Apartment,Raj Heritage 2,Mira Road East,Under Construction
1,700,72.8,0,Apartment,Raj Heritage 2,Mira Road East,Ready to move
1,700,73.2,1,Apartment,Raj Heritage 2,Mira Road East,Ready to move
2,1010,100.0,1,Apartment,Raj Heritage 2,Mira Road East,Ready to move
3,1340,129.0,0,Apartment,Raj Heritage 2,Mira Road East,Under Construction
1,760,67.0,0,Apartment,MICL Aaradhya Highpark,Bhayandar East,Under Construction
1,674,62.1,0,Apartment,SK Imperial Heights,Mira Road East,Under Construction
2,920,82.0,1,Apartment,RNA NG NG Diamond Hill B Phase I,Bhayandar East,Ready to move
2,960,55.68,0,Apartment,Prabhat Mangeshi Era,Dombivali,Under Construction
2,1170,122.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
2,1152,120.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
2,1145,119.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
2,1108,117.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
3,1395,140.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
2,1090,112.00000000000001,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
2,966,104.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
2,1175,124.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
2,970,103.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
1,715,75.68,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
1,675,73.04,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
1,700,61.5,0,Apartment,Strawberry Onyx,Mira Road East,Under Construction
1,722,81.09,0,Apartment,MICL Aaradhya Highpark,Bhayandar East,Under Construction
1,715,79.82,0,Apartment,MICL Aaradhya Highpark,Bhayandar East,Under Construction
2,1167,98.92,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
2,1010,84.96,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
1,766,64.94,0,Apartment,Space Residency,Mira Road East,Under Construction
3,1570,152.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
3,1555,147.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
1,715,47.0,1,Apartment,Dream Sky,Ulwe,Ready to move
3,1550,190.0,1,Apartment,Sai Yashaskaram,Kharghar,Ready to move
3,1750,190.0,1,Apartment,Rudra Om Rudra,Kharghar,Ready to move
1,775,45.0,1,Apartment,Reputed Builder Mangalmurti Complex,Vichumbe,Ready to move
2,990,99.0,1,Apartment,Raj Horizon,Mira Road East,Ready to move
2,1090,70.0,1,Apartment,Nikita Indra Valley,Panvel,Ready to move
1,400,21.99,0,Studio Apartment,Marathon Nextown,Dombivali,Ready to move
1,646,66.0,1,Apartment,Hubtown Gardenia,Mira Road East,Ready to move
1,650,55.0,1,Apartment,Reputed Builder Gokuldham CHS,Kharghar,Ready to move
1,445,75.0,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Ready to move
2,1050,114.99999999999999,1,Apartment,Haware Splendor,Kharghar,Ready to move
2,1256,130.0,1,Apartment,Paradise Sai Miracle,Kharghar,Ready to move
2,1000,90.0,0,Apartment,Satyam Peace Of Mind,Kharghar,Under Construction
3,1715,199.0,1,Apartment,Paradise Sai Mannat,Kharghar,Ready to move
3,1525,158.0,1,Apartment,Nisarg Hyde Park,Kharghar,Ready to move
2,1150,109.00000000000001,1,Apartment,Reputed Builder Jalvayu Vihar Phase 1,Kharghar,Ready to move
3,1500,200.0,1,Apartment,Reputed Builder Kasturi Heights,Kharghar,Ready to move
2,1200,125.0,1,Apartment,Sai Yashaskaram,Kharghar,Ready to move
2,1250,130.0,1,Apartment,Goodwill Paradise,Kharghar,Ready to move
2,1365,150.0,1,Apartment,Siddharth Geetanjali Jewel,Kharghar,Ready to move
2,1220,110.00000000000001,1,Apartment,Paradise Sai Pearls,Kharghar,Ready to move
2,990,110.00000000000001,1,Apartment,Dosti West County,Thane West,Ready to move
1,500,40.0,1,Apartment,Sukhmani Arjan Niwas,Karanjade,Ready to move
3,1680,210.0,1,Apartment,Rudra Om Rudra,Kharghar,Ready to move
3,1710,175.0,1,Apartment,Paradise Sai Crystals,Kharghar,Ready to move
1,430,28.0,1,Studio Apartment,Reputed Builder Haware Green Park,Kamothe,Ready to move
3,1631,357.0,0,Apartment,L And T Seawoods Residences North Towers,Seawoods,Under Construction
2,1200,235.0,1,Apartment,Thakur Vishnu Shivam Tower,Kandivali East,Ready to move
1,710,69.5,0,Apartment,MICL Aradhya D And E Tower,Bhayandar East,Ready to move
1,750,62.0,1,Apartment,Proviso Maitri Icon,Kharghar,Ready to move
2,995,95.0,1,Apartment,Unique Poonam Estate Cluster 2,Mira Road East,Ready to move
2,850,43.0,1,Apartment,MAAD Nakoda Heights,Nala Sopara,Ready to move
4,2800,490.00000000000006,1,Apartment,Akshar Shreeji Heights,Seawoods,Ready to move
4,2240,409.99999999999994,1,Apartment,Lokhandwala Spring Grove,Kandivali East,Ready to move
3,1600,162.0,1,Apartment,Kesar Gardens,Kharghar,Ready to move
2,1020,83.0,0,Apartment,Hetal Infra Riddhi Siddhi,Mira Road East,Under Construction
2,990,91.5,1,Apartment,Kalpataru Srishti Namaah,Mira Road East,Under Construction
2,1030,85.0,0,Apartment,PNK Imperial Heights,Mira Road East,Ready to move
2,1100,94.0,0,Apartment,Raj Akshay,Mira Road East,Under Construction
1,720,72.2,1,Apartment,Kalpataru Srishti Namaah,Mira Road East,Ready to move
1,720,72.0,0,Apartment,Kalpataru Srishti Namaah,Mira Road East,Ready to move
2,1045,83.75,1,Apartment,Sanghvi Ecocity Phase 3,Mira Road East,Under Construction
1,690,63.0,1,Apartment,Sanghvi Ecocity,Mira Road East,Ready to move
1,690,63.0,0,Apartment,Sanghvi Ecocity,Mira Road East,Ready to move
1,750,72.5,0,Apartment,MICL Aradhya D And E Tower,Bhayandar East,Under Construction
2,1050,86.0,0,Apartment,Prithvi Prithvi Pride Phase I,Mira Road East,Ready to move
2,825,63.0,1,Apartment,Marathon Nexzone Acrux 2,Panvel,Ready to move
3,1550,290.0,1,Apartment,Lodha Sterling,Thane West,Ready to move
3,1315,360.0,1,Apartment,Ajmera Bhakti Park,Wadala,Ready to move
3,1400,611.0,1,Apartment,Seasons Bachher Bhaveshwar Smriti CHSL,Santacruz West,Ready to move
1,800,65.0,1,Apartment,Siddharth Geetanjali Heights,Kharghar,Ready to move
3,1390,330.0,1,Apartment,Wadhwa Courtyard Rozanne,Thane West,Ready to move
1,588,79.0,0,Apartment,DP Star Triveni,Bhandup West,Under Construction
2,1230,110.00000000000001,1,Apartment,Swaraj Homes Balaji Avenue Apartment,Kamothe,Ready to move
2,1075,84.0,1,Apartment,Reputed Builder Rajesh Residency,Kamothe,Ready to move
1,730,66.0,0,Apartment,Raj Heritage,Mira Road East,Ready to move
2,1100,98.5,0,Apartment,Pramanik Walchand Paradise,Mira Road East,Ready to move
1,690,58.0,0,Apartment,Shree Ramdev Heights,Mira Road East,Ready to move
1,770,64.5,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Ready to move
1,730,61.9,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
1,1040,92.8,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,970,85.4,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,1060,105.0,0,Apartment,Strawberry The Address,Mira Road East,Ready to move
1,770,70.4,0,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,715,63.5,0,Apartment,SKD Pinnacolo NX,Mira Road East,Ready to move
2,1105,117.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
1,710,69.0,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Ready to move
1,665,64.3,0,Apartment,Sanghvi Ecocity Phase 3,Mira Road East,Ready to move
2,1100,117.0,0,Apartment,Jangid Indrayani,Mira Road East,Ready to move
3,1360,121.0,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
2,1154,118.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Ready to move
2,1145,117.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Ready to move
2,1110,113.99999999999999,0,Apartment,JP North Barcelona Wing D,Mira Road East,Ready to move
2,1050,91.1,0,Apartment,RNA NG N G Diamond Hill D Phase II,Mira Road East,Ready to move
2,1045,88.56,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
2,1000,85.06,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Ready to move
2,1000,84.96,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
1,766,65.1,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Ready to move
1,766,64.94,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
